,loss,accuracy,val_loss,val_accuracy
0,3.097038745880127,0.1321842074394226,3.1284759044647217,0.14792634546756744
1,2.7718098163604736,0.14346422255039215,2.9795563220977783,0.15400303900241852
2,2.6445162296295166,0.1528613120317459,2.720054864883423,0.159195214509964
3,2.104213237762451,0.1616571694612503,2.5271964073181152,0.16305938363075256
4,1.9974865913391113,0.17021311819553375,2.6595618724823,0.16659709811210632
5,1.7389087677001953,0.1784316599369049,2.3423423767089844,0.16957691311836243
6,1.4288678169250488,0.18607482314109802,2.5616283416748047,0.172207772731781
7,1.5603426694869995,0.19311925768852234,2.9842188358306885,0.17431780695915222
8,1.4553598165512085,0.1994968205690384,2.715999126434326,0.17626000940799713
9,1.3651816844940186,0.20525191724300385,2.916551113128662,0.17794601619243622
10,1.3865025043487549,0.21044020354747772,2.7822492122650146,0.17939415574073792
11,1.2613214254379272,0.21512065827846527,2.9725732803344727,0.1806672215461731
12,1.1923795938491821,0.21934741735458374,2.503239393234253,0.18180038034915924
13,1.070763111114502,0.22320333123207092,2.447082281112671,0.18273046612739563
14,1.156856656074524,0.2267061471939087,2.7551164627075195,0.18360784649848938
15,1.1310003995895386,0.22989557683467865,2.7258708477020264,0.18441183865070343
