0,1,64,20,512,50,1024,2
1,1,64,20,513,50,1024,8
2,1,64,20,514,50,1024,16
3,1,64,20,515,50,2048,2
4,1,64,20,516,50,2048,8
5,1,64,20,517,50,2048,16
6,1,64,20,518,50,4096,2
7,1,64,20,519,50,4096,8
8,1,64,20,520,50,4096,16
9,1,64,20,521,500,1024,2
10,1,64,20,522,500,1024,8
11,1,64,20,523,500,1024,16
12,1,64,20,524,500,2048,2
13,1,64,20,525,500,2048,8
14,1,64,20,526,500,2048,16
15,1,64,20,527,500,4096,2
16,1,64,20,528,500,4096,8
17,1,64,20,529,500,4096,16
18,1,64,20,530,1000,1024,2
19,1,64,20,531,1000,1024,8
20,1,64,20,532,1000,1024,16
21,1,64,20,533,1000,2048,2
22,1,64,20,15000,1000,2048,8
23,1,64,20,15000,1000,2048,16
24,1,64,20,15000,1000,4096,2
25,1,64,20,15000,1000,4096,8
26,1,64,20,15000,1000,4096,16
27,1,64,70,15000,50,1024,2
28,1,64,70,15000,50,1024,8
29,1,64,70,15000,50,1024,16
30,1,64,70,15000,50,2048,2
31,1,64,70,15000,50,2048,8
32,1,64,70,15000,50,2048,16
33,1,64,70,15000,50,4096,2
34,1,64,70,15000,50,4096,8
35,1,64,70,15000,50,4096,16
36,1,64,70,15000,500,1024,2
37,1,64,70,15000,500,1024,8
38,1,64,70,15000,500,1024,16
39,1,64,70,15000,500,2048,2
40,1,64,70,15000,500,2048,8
41,1,64,70,15000,500,2048,16
42,1,64,70,15000,500,4096,2
43,1,64,70,15000,500,4096,8
44,1,64,70,15000,500,4096,16
45,1,64,70,15000,1000,1024,2
46,1,64,70,15000,1000,1024,8
47,1,64,70,15000,1000,1024,16
48,1,64,70,15000,1000,2048,2
49,1,64,70,15000,1000,2048,8
50,1,64,70,15000,1000,2048,16
51,1,64,70,15000,1000,4096,2
52,1,64,70,15000,1000,4096,8
53,1,64,70,15000,1000,4096,16
54,1,64,110,15000,50,1024,2
55,1,64,110,15000,50,1024,8
56,1,64,110,15000,50,1024,16
57,1,64,110,15000,50,2048,2
58,1,64,110,15000,50,2048,8
59,1,64,110,15000,50,2048,16
60,1,64,110,15000,50,4096,2
61,1,64,110,15000,50,4096,8
62,1,64,110,15000,50,4096,16
63,1,64,110,15000,500,1024,2
64,1,64,110,15000,500,1024,8
65,1,64,110,15000,500,1024,16
66,1,64,110,15000,500,2048,2
67,1,64,110,15000,500,2048,8
68,1,64,110,15000,500,2048,16
69,1,64,110,15000,500,4096,2
70,1,64,110,15000,500,4096,8
71,1,64,110,15000,500,4096,16
72,1,64,110,15000,1000,1024,2
73,1,64,110,15000,1000,1024,8
74,1,64,110,15000,1000,1024,16
75,1,64,110,15000,1000,2048,2
76,1,64,110,15000,1000,2048,8
77,1,64,110,15000,1000,2048,16
78,1,64,110,15000,1000,4096,2
79,1,64,110,15000,1000,4096,8
80,1,64,110,15000,1000,4096,16
81,1,256,20,15000,50,1024,2
82,1,256,20,15000,50,1024,8
83,1,256,20,15000,50,1024,16
84,1,256,20,15000,50,2048,2
85,1,256,20,15000,50,2048,8
86,1,256,20,15000,50,2048,16
87,1,256,20,15000,50,4096,2
88,1,256,20,15000,50,4096,8
89,1,256,20,15000,50,4096,16
90,1,256,20,15000,500,1024,2
91,1,256,20,15000,500,1024,8
92,1,256,20,15000,500,1024,16
93,1,256,20,15000,500,2048,2
94,1,256,20,15000,500,2048,8
95,1,256,20,15000,500,2048,16
96,1,256,20,15000,500,4096,2
97,1,256,20,15000,500,4096,8
98,1,256,20,15000,500,4096,16
99,1,256,20,15000,1000,1024,2
100,1,256,20,15000,1000,1024,8
101,1,256,20,15000,1000,1024,16
102,1,256,20,15000,1000,2048,2
103,1,256,20,15000,1000,2048,8
104,1,256,20,15000,1000,2048,16
105,1,256,20,15000,1000,4096,2
106,1,256,20,15000,1000,4096,8
107,1,256,20,15000,1000,4096,16
108,1,256,70,15000,50,1024,2
109,1,256,70,15000,50,1024,8
110,1,256,70,15000,50,1024,16
111,1,256,70,15000,50,2048,2
112,1,256,70,15000,50,2048,8
113,1,256,70,15000,50,2048,16
114,1,256,70,15000,50,4096,2
115,1,256,70,15000,50,4096,8
116,1,256,70,15000,50,4096,16
117,1,256,70,15000,500,1024,2
118,1,256,70,15000,500,1024,8
119,1,256,70,15000,500,1024,16
120,1,256,70,15000,500,2048,2
121,1,256,70,15000,500,2048,8
122,1,256,70,15000,500,2048,16
123,1,256,70,15000,500,4096,2
124,1,256,70,15000,500,4096,8
125,1,256,70,15000,500,4096,16
126,1,256,70,15000,1000,1024,2
127,1,256,70,15000,1000,1024,8
128,1,256,70,15000,1000,1024,16
129,1,256,70,15000,1000,2048,2
130,1,256,70,15000,1000,2048,8
131,1,256,70,15000,1000,2048,16
132,1,256,70,15000,1000,4096,2
133,1,256,70,15000,1000,4096,8
134,1,256,70,15000,1000,4096,16
135,1,256,110,15000,50,1024,2
136,1,256,110,15000,50,1024,8
137,1,256,110,15000,50,1024,16
138,1,256,110,15000,50,2048,2
139,1,256,110,15000,50,2048,8
140,1,256,110,15000,50,2048,16
141,1,256,110,15000,50,4096,2
142,1,256,110,15000,50,4096,8
143,1,256,110,15000,50,4096,16
144,1,256,110,15000,500,1024,2
145,1,256,110,15000,500,1024,8
146,1,256,110,15000,500,1024,16
147,1,256,110,15000,500,2048,2
148,1,256,110,15000,500,2048,8
149,1,256,110,15000,500,2048,16
150,1,256,110,15000,500,4096,2
151,1,256,110,15000,500,4096,8
152,1,256,110,15000,500,4096,16
153,1,256,110,15000,1000,1024,2
154,1,256,110,15000,1000,1024,8
155,1,256,110,15000,1000,1024,16
156,1,256,110,15000,1000,2048,2
157,1,256,110,15000,1000,2048,8
158,1,256,110,15000,1000,2048,16
159,1,256,110,15000,1000,4096,2
160,1,256,110,15000,1000,4096,8
161,1,256,110,15000,1000,4096,16
162,2,64,20,15000,50,1024,2
163,2,64,20,15000,50,1024,8
164,2,64,20,15000,50,1024,16
165,2,64,20,15000,50,2048,2
166,2,64,20,15000,50,2048,8
167,2,64,20,15000,50,2048,16
168,2,64,20,15000,50,4096,2
169,2,64,20,15000,50,4096,8
170,2,64,20,15000,50,4096,16
171,2,64,20,15000,500,1024,2
172,2,64,20,15000,500,1024,8
173,2,64,20,15000,500,1024,16
174,2,64,20,15000,500,2048,2
175,2,64,20,15000,500,2048,8
176,2,64,20,15000,500,2048,16
177,2,64,20,15000,500,4096,2
178,2,64,20,15000,500,4096,8
179,2,64,20,15000,500,4096,16
180,2,64,20,15000,1000,1024,2
181,2,64,20,15000,1000,1024,8
182,2,64,20,15000,1000,1024,16
183,2,64,20,15000,1000,2048,2
184,2,64,20,15000,1000,2048,8
185,2,64,20,15000,1000,2048,16
186,2,64,20,15000,1000,4096,2
187,2,64,20,15000,1000,4096,8
188,2,64,20,15000,1000,4096,16
189,2,64,70,15000,50,1024,2
190,2,64,70,15000,50,1024,8
191,2,64,70,15000,50,1024,16
192,2,64,70,15000,50,2048,2
193,2,64,70,15000,50,2048,8
194,2,64,70,15000,50,2048,16
195,2,64,70,15000,50,4096,2
196,2,64,70,15000,50,4096,8
197,2,64,70,15000,50,4096,16
198,2,64,70,15000,500,1024,2
199,2,64,70,15000,500,1024,8
200,2,64,70,15000,500,1024,16
201,2,64,70,15000,500,2048,2
202,2,64,70,15000,500,2048,8
203,2,64,70,15000,500,2048,16
204,2,64,70,15000,500,4096,2
205,2,64,70,15000,500,4096,8
206,2,64,70,15000,500,4096,16
207,2,64,70,15000,1000,1024,2
208,2,64,70,15000,1000,1024,8
209,2,64,70,15000,1000,1024,16
210,2,64,70,15000,1000,2048,2
211,2,64,70,15000,1000,2048,8
212,2,64,70,15000,1000,2048,16
213,2,64,70,15000,1000,4096,2
214,2,64,70,15000,1000,4096,8
215,2,64,70,15000,1000,4096,16
216,2,64,110,15000,50,1024,2
217,2,64,110,15000,50,1024,8
218,2,64,110,15000,50,1024,16
219,2,64,110,15000,50,2048,2
220,2,64,110,15000,50,2048,8
221,2,64,110,15000,50,2048,16
222,2,64,110,15000,50,4096,2
223,2,64,110,15000,50,4096,8
224,2,64,110,15000,50,4096,16
225,2,64,110,15000,500,1024,2
226,2,64,110,15000,500,1024,8
227,2,64,110,15000,500,1024,16
228,2,64,110,15000,500,2048,2
229,2,64,110,15000,500,2048,8
230,2,64,110,15000,500,2048,16
231,2,64,110,15000,500,4096,2
232,2,64,110,15000,500,4096,8
233,2,64,110,15000,500,4096,16
234,2,64,110,15000,1000,1024,2
235,2,64,110,15000,1000,1024,8
236,2,64,110,15000,1000,1024,16
237,2,64,110,15000,1000,2048,2
238,2,64,110,15000,1000,2048,8
239,2,64,110,15000,1000,2048,16
240,2,64,110,15000,1000,4096,2
241,2,64,110,15000,1000,4096,8
242,2,64,110,15000,1000,4096,16
243,2,256,20,15000,50,1024,2
244,2,256,20,15000,50,1024,8
245,2,256,20,15000,50,1024,16
246,2,256,20,15000,50,2048,2
247,2,256,20,15000,50,2048,8
248,2,256,20,15000,50,2048,16
249,2,256,20,15000,50,4096,2
250,2,256,20,15000,50,4096,8
251,2,256,20,15000,50,4096,16
252,2,256,20,15000,500,1024,2
253,2,256,20,15000,500,1024,8
254,2,256,20,15000,500,1024,16
255,2,256,20,15000,500,2048,2
256,2,256,20,15000,500,2048,8
257,2,256,20,15000,500,2048,16
258,2,256,20,15000,500,4096,2
259,2,256,20,15000,500,4096,8
260,2,256,20,15000,500,4096,16
261,2,256,20,15000,1000,1024,2
262,2,256,20,15000,1000,1024,8
263,2,256,20,15000,1000,1024,16
264,2,256,20,15000,1000,2048,2
265,2,256,20,15000,1000,2048,8
266,2,256,20,15000,1000,2048,16
267,2,256,20,15000,1000,4096,2
268,2,256,20,15000,1000,4096,8
269,2,256,20,15000,1000,4096,16
270,2,256,70,15000,50,1024,2
271,2,256,70,15000,50,1024,8
272,2,256,70,15000,50,1024,16
273,2,256,70,15000,50,2048,2
274,2,256,70,15000,50,2048,8
275,2,256,70,15000,50,2048,16
276,2,256,70,15000,50,4096,2
277,2,256,70,15000,50,4096,8
278,2,256,70,15000,50,4096,16
279,2,256,70,15000,500,1024,2
280,2,256,70,15000,500,1024,8
281,2,256,70,15000,500,1024,16
282,2,256,70,15000,500,2048,2
283,2,256,70,15000,500,2048,8
284,2,256,70,15000,500,2048,16
285,2,256,70,15000,500,4096,2
286,2,256,70,15000,500,4096,8
287,2,256,70,15000,500,4096,16
288,2,256,70,15000,1000,1024,2
289,2,256,70,15000,1000,1024,8
290,2,256,70,15000,1000,1024,16
291,2,256,70,15000,1000,2048,2
292,2,256,70,15000,1000,2048,8
293,2,256,70,15000,1000,2048,16
294,2,256,70,15000,1000,4096,2
295,2,256,70,15000,1000,4096,8
296,2,256,70,15000,1000,4096,16
297,2,256,110,15000,50,1024,2
298,2,256,110,15000,50,1024,8
299,2,256,110,15000,50,1024,16
300,2,256,110,15000,50,2048,2
301,2,256,110,15000,50,2048,8
302,2,256,110,15000,50,2048,16
303,2,256,110,15000,50,4096,2
304,2,256,110,15000,50,4096,8
305,2,256,110,15000,50,4096,16
306,2,256,110,15000,500,1024,2
307,2,256,110,15000,500,1024,8
308,2,256,110,15000,500,1024,16
309,2,256,110,15000,500,2048,2
310,2,256,110,15000,500,2048,8
311,2,256,110,15000,500,2048,16
312,2,256,110,15000,500,4096,2
313,2,256,110,15000,500,4096,8
314,2,256,110,15000,500,4096,16
315,2,256,110,15000,1000,1024,2
316,2,256,110,15000,1000,1024,8
317,2,256,110,15000,1000,1024,16
318,2,256,110,15000,1000,2048,2
319,2,256,110,15000,1000,2048,8
320,2,256,110,15000,1000,2048,16
321,2,256,110,15000,1000,4096,2
322,2,256,110,15000,1000,4096,8
323,2,256,110,15000,1000,4096,16
