,loss,accuracy,val_loss,val_accuracy
0,0.8778695464134216,0.20377199351787567,0.8631148934364319,0.20272372663021088
1,0.8704120516777039,0.20320673286914825,0.8628227114677429,0.20272372663021088
2,0.8680568337440491,0.202851802110672,0.8632932305335999,0.20272372663021088
3,0.866122305393219,0.20280784368515015,0.8641988039016724,0.20271490514278412
4,0.8646589517593384,0.20238862931728363,0.8647041320800781,0.20271490514278412
5,0.8637353777885437,0.202676922082901,0.8648956418037415,0.20271490514278412
6,0.8630558252334595,0.2029482126235962,0.8649389743804932,0.20271490514278412
7,0.8625316023826599,0.20246094465255737,0.8649492859840393,0.20271490514278412
8,0.8621507883071899,0.20269393920898438,0.8652116060256958,0.20271490514278412
9,0.8619007468223572,0.20308007299900055,0.865512490272522,0.20271490514278412
10,0.8619876503944397,0.20294632017612457,0.8656400442123413,0.20272372663021088
