,loss,accuracy,val_loss,val_accuracy
0,1.6312789916992188,0.27121806144714355,1.467828392982483,0.31743374466896057
1,1.334665298461914,0.3460303246974945,1.3497467041015625,0.347331166267395
2,1.1538535356521606,0.3937916159629822,1.3055630922317505,0.36469361186027527
3,1.0252882242202759,0.42751380801200867,1.2894426584243774,0.3718525469303131
4,0.9235642552375793,0.46147215366363525,1.291277527809143,0.37936803698539734
5,0.8384150862693787,0.4932815432548523,1.2941653728485107,0.38691097497940063
6,0.7700429558753967,0.5196004509925842,1.2907596826553345,0.3960173428058624
7,0.7074294686317444,0.5484107136726379,1.3089861869812012,0.4054528474807739
8,0.6563080549240112,0.5713644623756409,1.3419309854507446,0.40696144104003906
9,0.6133540868759155,0.5930784344673157,1.3443875312805176,0.41894781589508057
10,0.5770248770713806,0.6133046746253967,1.3476706743240356,0.41782325506210327
11,0.5421184301376343,0.6329169273376465,1.3581151962280273,0.4212244153022766
12,0.5154546499252319,0.6488452553749084,1.3828673362731934,0.42404958605766296
13,0.4945180416107178,0.6610777974128723,1.4070932865142822,0.4223215878009796
