,loss,accuracy,val_loss,val_accuracy
0,0.6439469456672668,0.4583590626716614,0.5769719481468201,0.47775161266326904
1,0.5654520988464355,0.4814481735229492,0.5380424857139587,0.491546094417572
2,0.5263769030570984,0.4962562620639801,0.5162204504013062,0.500312864780426
3,0.4981890618801117,0.5086683034896851,0.5032691359519958,0.5057467818260193
4,0.4758833646774292,0.5197099447250366,0.4966336488723755,0.510172426700592
5,0.45759740471839905,0.5293489694595337,0.4918026328086853,0.5134826302528381
6,0.4421912133693695,0.5380139350891113,0.48803144693374634,0.5156784653663635
7,0.42896977066993713,0.5460124611854553,0.4853750169277191,0.5180289149284363
8,0.41749829053878784,0.5531173348426819,0.48580268025398254,0.519295871257782
9,0.4077266752719879,0.5591567158699036,0.4840904772281647,0.5212834477424622
10,0.3988114297389984,0.565012514591217,0.48601168394088745,0.522489607334137
11,0.3911859393119812,0.5699167847633362,0.483642578125,0.5229483842849731
12,0.38412752747535706,0.5748934149742126,0.48424163460731506,0.5242854356765747
13,0.37819093465805054,0.5788266658782959,0.4840952455997467,0.5261988043785095
14,0.37267759442329407,0.5828407406806946,0.48057806491851807,0.5271750688552856
15,0.3677431046962738,0.5862197279930115,0.4825237989425659,0.5275070071220398
16,0.3630611002445221,0.5895739793777466,0.4827288091182709,0.5277090668678284
17,0.35928505659103394,0.592413604259491,0.48343291878700256,0.5278328061103821
18,0.35536453127861023,0.5951578617095947,0.4853561818599701,0.5299708843231201
19,0.35184985399246216,0.5975795388221741,0.4857123792171478,0.5277493000030518
20,0.3487374484539032,0.600129246711731,0.48406490683555603,0.5295698642730713
21,0.3459010720252991,0.6023902297019958,0.48676571249961853,0.5296193361282349
22,0.3431995213031769,0.6041715145111084,0.48435845971107483,0.5305595397949219
23,0.34063148498535156,0.6057969927787781,0.48555853962898254,0.531857430934906
24,0.3381480574607849,0.608184278011322,0.4828677177429199,0.5338357090950012
