,loss,accuracy,val_loss,val_accuracy
0,1.1185365915298462,0.36059170961380005,1.0165596008300781,0.37614142894744873
1,1.0126352310180664,0.37817442417144775,0.9845095872879028,0.3818201720714569
2,0.9610901474952698,0.38669106364250183,0.9727706909179688,0.3837493360042572
3,0.917719304561615,0.39507460594177246,0.9628541469573975,0.38735049962997437
4,0.8794726729393005,0.40346676111221313,0.957736074924469,0.38804301619529724
5,0.8471358418464661,0.411734402179718,0.9523527026176453,0.39302921295166016
6,0.8135643601417542,0.42166760563850403,0.9463275671005249,0.39864858984947205
7,0.7826266288757324,0.43247222900390625,0.9484131932258606,0.40232887864112854
8,0.7497205138206482,0.44538453221321106,0.9445830583572388,0.40620702505111694
9,0.7219177484512329,0.4575413465499878,0.938322901725769,0.4082549214363098
10,0.6981847882270813,0.46740585565567017,0.9362782835960388,0.408650666475296
11,0.6745742559432983,0.4786612093448639,0.9410316348075867,0.4133598506450653
12,0.6507344245910645,0.491187185049057,0.9381502866744995,0.41417109966278076
13,0.6309935450553894,0.5023695230484009,0.9391836524009705,0.41978058218955994
14,0.6120400428771973,0.512453019618988,0.946402370929718,0.4202158749103546
15,0.5969792604446411,0.5211928486824036,0.9532651901245117,0.42426222562789917
16,0.5788232684135437,0.5327787399291992,0.9661741256713867,0.42565715312957764
17,0.5608461499214172,0.5430381894111633,0.9767541885375977,0.42230334877967834
18,0.5425845980644226,0.5553709864616394,0.9780778884887695,0.4271312654018402
19,0.5295871496200562,0.5638275146484375,0.9756438732147217,0.4343434274196625
